mode,profile,run,first_victory_min,first_hatch_min,second_biome_min,level_d1,level_d3,level_d7,level_d14,gold,dust,eggs,dragons,upgrades,win_rate,first5_win_rate,avg_battle_turns,empty_flight,stranded_runs,blocked,both_zero_days,tutorial_complete
before,cautious,201,2.2,6.4,12,3,4,7,13,12955,980,20,25,7,0.6923076923076923,1,7.038461538461538,0.34,2,0,0,1
before,cautious,202,2.2,6.4,12,3,4,6,12,10933,935,14,24,7,0.5686274509803921,0.6,7.215686274509804,0.34,5,0,0,1
before,cautious,203,2.2,6.4,12,3,4,7,13,11125,920,11,24,9,0.6862745098039216,1,6.7254901960784315,0.34,1,0,0,1
before,cautious,204,2.2,6.4,12,3,5,7,13,11969,965,20,24,6,0.6274509803921569,0.8,6.7254901960784315,0.34,2,0,0,1
before,cautious,205,5.4,6.4,12,2,4,8,12,10885,965,21,26,10,0.5849056603773585,0.4,7.132075471698113,0.34,3,0,0,0
before,cautious,206,2.2,6.4,12,2,3,6,10,10729,1010,17,24,6,0.4117647058823529,0.4,7.509803921568627,0.34,2,0,0,1
before,cautious,207,2.2,6.4,12,3,5,7,13,11585,995,24,24,10,0.6666666666666666,0.8,6.803921568627451,0.34,2,0,0,1
before,cautious,208,5.4,6.4,12,2,4,8,12,11433,950,12,24,7,0.6274509803921569,0.6,6.9411764705882355,0.34,2,0,0,0
before,cautious,209,2.2,6.4,12,3,5,8,13,12705,980,24,23,9,0.74,0.8,7.22,0.34,0,0,0,1
before,cautious,210,2.2,6.4,12,2,4,7,11,11556,980,14,22,5,0.6122448979591837,0.6,7.1020408163265305,0.34,1,0,0,1
before,cautious,211,2.2,6.4,12,2,4,7,13,13217,995,19,25,6,0.7307692307692307,0.8,6.903846153846154,0.34,2,0,0,1
before,cautious,212,2.2,6.4,12,2,4,6,12,11229,935,10,21,5,0.5833333333333334,0.8,7.229166666666667,0.34,2,0,0,1
before,cautious,213,2.2,6.4,12,2,4,7,11,11847,935,18,22,4,0.5918367346938775,1,7.020408163265306,0.34,2,0,0,1
before,cautious,214,5.4,6.4,12,3,5,8,13,12608,980,21,24,9,0.6862745098039216,0.8,6.862745098039215,0.34,4,0,0,0
before,cautious,215,2.2,6.4,12,3,4,7,12,12045,965,19,22,8,0.6326530612244898,0.8,7.285714285714286,0.34,2,0,0,1
before,cautious,216,2.2,6.4,12,2,4,7,11,11940,965,15,23,4,0.52,0.6,7.2,0.34,1,0,0,1
before,cautious,217,2.2,6.4,12,2,4,6,10,9830,950,16,22,10,0.5102040816326531,0.6,7.244897959183674,0.34,4,0,0,1
before,cautious,218,2.2,6.4,12,2,4,7,12,11091,890,8,23,6,0.64,0.6,6.92,0.34,1,0,0,1
before,cautious,219,2.2,6.4,12,3,4,7,13,12846,980,17,26,8,0.6792452830188679,0.8,7.018867924528302,0.34,0,0,0,1
before,cautious,220,2.2,6.4,12,3,4,6,12,10908,980,16,26,10,0.5849056603773585,0.6,7.169811320754717,0.34,1,0,0,1
before,cautious,221,2.2,6.4,12,3,5,8,12,12233,1010,21,24,9,0.6274509803921569,0.8,7.2745098039215685,0.34,4,0,0,1
before,cautious,222,5.4,6.4,12,3,4,7,12,11100,950,18,24,9,0.6078431372549019,0.6,6.980392156862745,0.34,2,0,0,0
before,cautious,223,2.2,6.4,12,3,5,8,13,12233,935,9,24,8,0.6730769230769231,0.8,6.826923076923077,0.34,1,0,0,1
before,cautious,224,2.2,6.4,12,3,4,8,13,12718,995,18,25,7,0.6346153846153846,0.6,7.134615384615385,0.34,1,0,0,1
before,cautious,225,5.4,6.4,12,2,4,7,11,10803,965,13,28,7,0.4909090909090909,0.4,7.218181818181818,0.34,1,0,0,0
before,cautious,226,8.600000000000001,6.4,12,3,4,7,12,12069,995,23,22,7,0.5918367346938775,0.6,7.26530612244898,0.34,2,0,0,0
before,cautious,227,2.2,6.4,12,3,4,7,12,10685,965,17,27,11,0.5740740740740741,0.8,7.185185185185185,0.34,2,0,0,1
before,cautious,228,2.2,6.4,12,3,5,8,14,13336,995,16,27,7,0.6666666666666666,0.6,7.166666666666667,0.34,3,0,0,1
before,cautious,229,2.2,6.4,12,3,4,7,12,11173,965,20,23,7,0.56,0.6,7.22,0.34,1,0,0,1
before,cautious,230,2.2,6.4,12,3,5,8,12,12117,1010,16,26,9,0.5283018867924528,0.8,7.188679245283019,0.34,2,0,0,1
before,cautious,231,5.4,6.4,12,2,3,6,12,10572,965,19,25,11,0.5961538461538461,0.4,7.1923076923076925,0.34,2,0,0,0
before,cautious,232,2.2,6.4,12,2,5,8,12,11336,935,14,24,7,0.6274509803921569,0.6,6.980392156862745,0.34,1,0,0,1
before,cautious,233,2.2,6.4,12,3,4,8,13,11638,920,14,23,10,0.68,0.8,7.1,0.34,2,0,0,1
before,cautious,234,2.2,6.4,12,3,4,7,11,11655,965,14,25,7,0.5192307692307693,0.8,7.403846153846154,0.34,1,0,0,1
before,cautious,235,2.2,6.4,12,3,4,7,12,11261,995,17,26,10,0.6037735849056604,0.6,7.188679245283019,0.34,0,0,0,1
before,cautious,236,5.4,6.4,12,2,3,6,11,11109,995,24,22,7,0.5510204081632653,0.4,7.244897959183674,0.34,0,0,0,0
before,cautious,237,2.2,6.4,12,3,4,8,14,13047,965,12,23,7,0.7,0.8,6.88,0.34,2,0,0,1
before,cautious,238,8.600000000000001,6.4,12,2,3,7,12,12082,980,29,24,5,0.6274509803921569,0.4,6.9411764705882355,0.34,2,0,0,0
before,cautious,239,2.2,6.4,12,3,4,7,12,11945,935,10,25,7,0.6153846153846154,1,7.230769230769231,0.34,2,0,0,1
before,cautious,240,2.2,6.4,12,2,4,7,10,11144,965,15,23,7,0.46,0.6,7.18,0.34,2,0,0,1
before,cautious,241,2.2,6.4,12,2,4,7,12,11928,965,14,26,8,0.6226415094339622,0.8,7.188679245283019,0.34,4,0,0,1
before,cautious,242,8.600000000000001,6.4,12,2,4,8,13,12048,995,19,25,8,0.6538461538461539,0.6,6.961538461538462,0.34,2,0,0,0
before,cautious,243,5.4,6.4,12,2,3,6,11,11906,995,15,21,4,0.5416666666666666,0.4,7.208333333333333,0.34,2,0,0,0
before,cautious,244,2.2,6.4,12,2,4,6,11,10675,980,16,20,11,0.5531914893617021,0.2,7.170212765957447,0.34,1,0,0,1
before,cautious,245,2.2,6.4,12,2,4,7,12,11211,950,14,22,6,0.6122448979591837,0.6,7.204081632653061,0.34,0,0,0,1
before,cautious,246,2.2,6.4,12,3,4,7,11,11525,995,15,23,9,0.56,0.8,7.22,0.34,3,0,0,1
before,cautious,247,2.2,6.4,12,2,4,6,11,10133,935,9,23,12,0.54,0.6,6.9,0.34,1,1,0,1
before,cautious,248,5.4,6.4,12,3,4,7,11,11828,980,16,24,7,0.5882352941176471,0.6,7.431372549019608,0.34,2,0,0,0
before,cautious,249,2.2,6.4,12,3,5,7,12,12182,1010,25,25,6,0.5961538461538461,0.6,6.826923076923077,0.34,0,0,0,1
before,cautious,250,2.2,6.4,12,3,4,6,11,11798,995,18,23,8,0.6,0.8,7.12,0.34,0,0,0,1
before,cautious,251,2.2,6.4,12,2,4,7,10,10645,980,26,22,7,0.5306122448979592,0.6,7.428571428571429,0.34,1,0,0,1
before,cautious,252,2.2,6.4,12,3,5,8,13,12180,965,14,26,6,0.6226415094339622,0.6,6.9245283018867925,0.34,1,0,0,1
before,cautious,253,2.2,6.4,12,2,5,7,11,11035,950,10,21,9,0.5833333333333334,0.8,7.208333333333333,0.34,1,0,0,1
before,cautious,254,2.2,6.4,12,3,4,7,13,10767,935,20,24,11,0.6274509803921569,0.6,7.019607843137255,0.34,1,0,0,1
before,cautious,255,5.4,6.4,12,2,4,7,11,11484,980,20,24,5,0.5490196078431373,0.6,7.0588235294117645,0.34,3,0,0,0
before,cautious,256,2.2,6.4,12,3,4,7,12,12116,995,20,25,8,0.5576923076923077,0.6,7.019230769230769,0.34,0,0,0,1
before,cautious,257,2.2,6.4,12,2,4,7,11,10981,965,17,23,7,0.6,0.8,7.22,0.34,6,0,0,1
before,cautious,258,2.2,6.4,12,2,4,8,13,11983,950,17,26,5,0.660377358490566,0.8,7.056603773584905,0.34,4,0,0,1
before,cautious,259,5.4,6.4,12,3,4,7,13,11547,950,11,27,8,0.5925925925925926,0.6,7,0.34,4,0,0,0
before,cautious,260,5.4,6.4,12,2,4,7,11,11011,1010,25,25,8,0.5,0.6,7.288461538461538,0.34,5,0,0,0
before,cautious,261,2.2,6.4,12,2,4,7,12,12060,1010,23,24,6,0.6078431372549019,0.6,7.03921568627451,0.34,1,0,0,1
before,cautious,262,2.2,6.4,12,3,4,7,13,11167,935,10,25,9,0.6346153846153846,0.8,6.9423076923076925,0.34,1,0,0,1
before,cautious,263,2.2,6.4,12,2,4,6,12,12099,965,14,22,6,0.6122448979591837,0.4,7.244897959183674,0.34,3,0,0,1
before,cautious,264,2.2,6.4,12,2,3,6,11,11373,1010,22,25,6,0.5384615384615384,0.4,6.923076923076923,0.34,3,0,0,1
before,cautious,265,23.599999999999998,6.4,12,2,4,6,11,11081,965,14,24,4,0.47058823529411764,0,7.196078431372549,0.34,2,0,0,0
before,cautious,266,2.2,6.4,12,2,4,6,10,10465,935,9,22,9,0.5102040816326531,0.6,7.285714285714286,0.34,2,0,0,1
before,cautious,267,2.2,6.4,12,3,4,6,11,10913,950,16,23,10,0.58,0.6,6.84,0.34,1,0,0,1
before,cautious,268,2.2,6.4,12,2,4,8,14,13012,950,16,23,7,0.76,0.8,6.78,0.34,1,0,0,1
before,cautious,269,2.2,6.4,12,2,4,7,13,12467,965,17,22,6,0.6326530612244898,0.4,7.244897959183674,0.34,5,0,0,1
before,cautious,270,2.2,6.4,12,2,3,6,11,10868,980,19,25,7,0.5192307692307693,0.8,7.3076923076923075,0.34,2,0,0,1
before,cautious,271,2.2,6.4,12,3,5,8,13,13078,1010,23,23,7,0.7,1,6.88,0.34,3,0,0,1
before,cautious,272,2.2,6.4,12,2,4,6,11,10841,1010,23,24,8,0.5098039215686274,0.4,6.823529411764706,0.34,2,0,0,1
before,cautious,273,2.2,6.4,12,2,4,7,13,12462,980,16,27,7,0.6666666666666666,0.6,7.203703703703703,0.34,1,0,0,1
before,cautious,274,2.2,6.4,12,3,5,8,13,11813,965,16,25,8,0.6346153846153846,0.8,6.9423076923076925,0.34,3,0,0,1
before,cautious,275,2.2,6.4,12,2,4,8,12,12228,965,15,25,6,0.6153846153846154,0.8,7.076923076923077,0.34,1,0,0,1
before,cautious,276,5.4,6.4,12,3,4,6,11,11364,980,28,24,6,0.5294117647058824,0.6,7.196078431372549,0.34,2,0,0,0
before,cautious,277,2.2,6.4,12,2,5,8,13,11207,935,13,27,11,0.6481481481481481,0.4,7,0.34,0,0,0,1
before,cautious,278,2.2,6.4,12,3,5,8,13,12915,995,25,23,7,0.7,1,7.06,0.34,3,0,0,1
before,cautious,279,2.2,6.4,12,3,5,8,13,12282,995,20,23,6,0.64,0.6,6.78,0.34,0,0,0,1
before,cautious,280,2.2,6.4,12,3,4,7,13,12179,965,17,27,7,0.6481481481481481,0.8,6.962962962962963,0.34,3,0,0,1
before,cautious,281,2.2,6.4,12,2,3,6,12,11327,965,22,26,8,0.6037735849056604,0.6,7,0.34,1,0,0,1
before,cautious,282,8.600000000000001,6.4,12,2,4,8,13,12407,950,8,28,3,0.6181818181818182,0.6,6.9818181818181815,0.34,1,0,0,0
before,cautious,283,2.2,6.4,12,3,4,7,12,12456,995,27,22,8,0.6938775510204082,1,6.836734693877551,0.34,2,0,0,1
before,cautious,284,2.2,6.4,12,2,3,6,12,11358,995,26,24,8,0.6666666666666666,0.6,7,0.34,2,0,0,1
before,cautious,285,2.2,6.4,12,3,4,8,12,12748,995,25,22,5,0.673469387755102,1,6.653061224489796,0.34,1,0,0,1
before,cautious,286,2.2,6.4,12,2,2,7,11,10405,965,16,23,10,0.54,0.2,7.22,0.34,2,0,0,1
before,cautious,287,2.2,6.4,12,2,3,6,11,11414,1010,20,27,7,0.5,0.4,7.018518518518518,0.34,2,0,0,1
before,cautious,288,2.2,6.4,12,3,4,7,12,12162,965,18,24,8,0.6470588235294118,0.4,7.019607843137255,0.34,2,0,0,1
before,cautious,289,2.2,6.4,12,3,5,8,12,11443,980,18,24,8,0.5882352941176471,0.8,6.882352941176471,0.34,2,0,0,1
before,cautious,290,2.2,6.4,12,3,5,7,13,12395,980,24,23,5,0.68,0.8,7.06,0.34,1,0,0,1
before,cautious,291,2.2,6.4,12,2,4,7,12,11742,965,19,23,9,0.5686274509803921,0.6,7.078431372549019,0.34,3,0,0,1
before,cautious,292,2.2,6.4,12,3,5,8,13,13207,980,18,26,6,0.6792452830188679,0.8,6.754716981132075,0.34,0,0,0,1
before,cautious,293,8.600000000000001,6.4,12,2,3,6,11,10613,980,17,23,10,0.56,0.2,7.08,0.34,3,0,0,0
before,cautious,294,2.2,6.4,12,2,4,8,12,11639,965,19,24,6,0.6470588235294118,0.8,6.921568627450981,0.34,3,0,0,1
before,cautious,295,2.2,6.4,12,2,4,7,11,11218,1010,21,24,11,0.5686274509803921,0.8,6.823529411764706,0.34,1,0,0,1
before,cautious,296,2.2,6.4,12,2,4,7,11,11042,950,23,23,6,0.54,0.8,7.18,0.34,1,0,0,1
before,cautious,297,2.2,6.4,12,2,4,7,11,11124,905,10,20,7,0.6170212765957447,0.8,6.9787234042553195,0.34,5,0,0,1
before,cautious,298,2.2,6.4,12,2,3,6,11,9974,935,12,21,9,0.5416666666666666,0.4,7.0625,0.34,0,0,0,1
before,cautious,299,5.4,6.4,12,2,4,8,14,12018,935,19,25,9,0.7307692307692307,0.4,6.75,0.34,0,0,0,0
before,cautious,300,2.2,6.4,12,2,4,7,12,12034,965,18,25,7,0.6153846153846154,0.6,6.846153846153846,0.34,3,0,0,1
before,cautious,301,2.2,6.4,12,3,4,8,14,11894,965,22,26,10,0.7169811320754716,0.6,6.849056603773585,0.34,2,1,0,1
before,cautious,302,2.2,6.4,12,3,4,7,12,11481,905,2,26,9,0.6226415094339622,0.6,6.754716981132075,0.34,2,0,0,1
before,cautious,303,2.2,6.4,12,3,4,8,12,11497,950,11,25,7,0.6153846153846154,0.6,7.230769230769231,0.34,1,0,0,1
before,cautious,304,2.2,6.4,12,3,4,6,10,11057,950,11,26,7,0.4528301886792453,0.8,7.339622641509434,0.34,1,0,0,1
before,cautious,305,2.2,6.4,12,3,4,6,12,11307,950,17,25,6,0.5576923076923077,0.8,7.288461538461538,0.34,3,0,0,1
before,cautious,306,2.2,6.4,12,3,4,7,12,11842,950,13,25,8,0.5961538461538461,0.8,6.980769230769231,0.34,3,0,0,1
before,cautious,307,2.2,6.4,12,3,5,8,12,12404,980,12,26,7,0.6226415094339622,0.8,6.981132075471698,0.34,2,0,0,1
before,cautious,308,2.2,6.4,12,2,4,6,11,10222,980,19,24,11,0.5098039215686274,0.8,7.137254901960785,0.34,2,0,0,1
before,cautious,309,2.2,6.4,12,3,5,8,13,12074,995,15,25,10,0.6153846153846154,0.8,7.096153846153846,0.34,0,0,0,1
before,cautious,310,2.2,6.4,12,3,4,8,12,11263,995,21,24,10,0.6274509803921569,0.6,7.078431372549019,0.34,1,0,0,1
before,cautious,311,2.2,6.4,12,2,4,6,13,11617,950,15,24,8,0.6666666666666666,0.8,6.96078431372549,0.34,0,0,0,1
before,cautious,312,2.2,6.4,12,3,5,8,12,11526,965,10,25,7,0.5961538461538461,0.8,7.096153846153846,0.34,1,0,0,1
before,cautious,313,5.4,6.4,12,2,4,7,12,11442,965,19,22,6,0.6326530612244898,0.6,7.020408163265306,0.34,2,0,0,0
before,cautious,314,2.2,6.4,12,3,4,7,13,11136,935,23,24,9,0.6666666666666666,1,6.980392156862745,0.34,3,0,0,1
before,cautious,315,2.2,6.4,12,3,5,8,14,14006,1010,17,29,6,0.6964285714285714,1,6.75,0.34,2,0,0,1
before,cautious,316,2.2,6.4,12,2,4,7,12,12236,1010,21,21,8,0.6666666666666666,0.8,6.916666666666667,0.34,2,0,0,1
before,cautious,317,2.2,6.4,12,2,3,6,11,10678,965,17,23,8,0.56,0.6,7.3,0.34,1,0,0,1
before,cautious,318,2.2,6.4,12,3,5,8,13,12889,995,23,24,8,0.6862745098039216,1,6.96078431372549,0.34,2,0,0,1
before,cautious,319,2.2,6.4,12,2,3,7,11,11480,920,13,21,6,0.625,0.8,6.9375,0.34,3,0,0,1
before,cautious,320,2.2,6.4,12,2,3,5,10,10956,980,15,22,7,0.4489795918367347,0.4,7.571428571428571,0.34,1,0,0,1
before,cautious,321,2.2,6.4,12,2,4,6,11,11088,980,16,26,8,0.5094339622641509,0.6,7.264150943396227,0.34,2,0,0,1
before,cautious,322,2.2,6.4,12,2,4,7,12,11425,935,11,24,5,0.6274509803921569,0.6,6.96078431372549,0.34,2,0,0,1
before,cautious,323,2.2,6.4,12,3,4,7,13,12502,1010,19,24,8,0.6274509803921569,1,6.686274509803922,0.34,0,0,0,1
before,cautious,324,2.2,6.4,12,3,5,7,12,12032,980,18,23,8,0.6,0.6,7.1,0.34,2,0,0,1
before,cautious,325,2.2,6.4,12,3,4,6,12,12389,1010,19,22,5,0.5918367346938775,0.6,7.204081632653061,0.34,2,0,0,1
before,cautious,326,2.2,6.4,12,2,4,8,14,12302,905,6,23,5,0.7254901960784313,0.4,7,0.34,2,0,0,1
before,cautious,327,2.2,6.4,12,3,4,7,12,11662,965,13,24,9,0.6470588235294118,1,6.901960784313726,0.34,1,0,0,1
before,cautious,328,2.2,6.4,12,2,4,6,11,11207,995,25,21,7,0.6041666666666666,0.6,7.041666666666667,0.34,2,0,0,1
before,cautious,329,2.2,6.4,12,3,5,7,12,11595,920,12,23,8,0.64,0.8,6.88,0.34,3,0,0,1
before,cautious,330,5.4,6.4,12,2,4,7,12,11655,995,18,21,9,0.6041666666666666,0.6,7.708333333333333,0.34,0,0,0,0
before,cautious,331,2.2,6.4,12,2,5,8,12,11759,965,16,22,6,0.6530612244897959,0.4,6.959183673469388,0.34,0,0,0,1
before,cautious,332,2.2,6.4,12,3,4,7,10,9892,950,19,22,9,0.4897959183673469,1,7.448979591836735,0.34,3,0,0,1
before,cautious,333,2.2,6.4,12,2,5,7,12,11481,995,19,25,7,0.5769230769230769,0.4,6.865384615384615,0.34,6,0,0,1
before,cautious,334,2.2,6.4,12,3,4,7,12,11623,965,22,25,6,0.6153846153846154,1,7.230769230769231,0.34,2,0,0,1
before,cautious,335,2.2,6.4,12,3,4,7,11,11262,1010,20,25,5,0.4807692307692308,0.6,7.346153846153846,0.34,1,0,0,1
before,cautious,336,2.2,6.4,12,2,4,8,13,12521,950,18,23,7,0.72,0.8,7.12,0.34,3,0,0,1
before,cautious,337,2.2,6.4,12,3,4,7,12,10751,965,15,27,9,0.5185185185185185,0.6,7.314814814814815,0.34,1,1,0,1
before,cautious,338,2.2,6.4,12,2,4,6,11,11196,950,23,23,6,0.6,0.6,6.88,0.34,3,0,0,1
before,cautious,339,2.2,6.4,12,2,4,7,12,11399,965,23,20,9,0.6595744680851063,0.4,7.0638297872340425,0.34,3,0,0,1
before,cautious,340,2.2,6.4,12,2,5,8,13,11721,950,15,23,8,0.68,0.4,6.98,0.34,2,0,0,1
before,cautious,341,2.2,6.4,12,3,4,7,12,10995,950,13,23,9,0.64,0.6,6.92,0.34,1,0,0,1
before,cautious,342,2.2,6.4,12,2,3,6,11,10714,995,19,28,10,0.4909090909090909,0.4,7.254545454545455,0.34,0,0,0,1
before,cautious,343,2.2,6.4,12,3,3,7,12,11915,995,25,24,8,0.5882352941176471,0.6,7,0.34,2,0,0,1
before,cautious,344,2.2,6.4,12,3,4,7,12,11838,995,20,23,9,0.6,0.6,7.12,0.34,2,0,0,1
before,cautious,345,2.2,6.4,12,2,4,8,14,13571,935,20,27,5,0.7037037037037037,0.4,6.87037037037037,0.34,2,0,0,1
before,cautious,346,2.2,6.4,12,3,3,6,12,12094,965,19,24,5,0.5490196078431373,0.8,7.333333333333333,0.34,2,0,0,1
before,cautious,347,20.4,6.4,12,2,3,5,11,10625,935,13,24,8,0.5294117647058824,0.2,7.078431372549019,0.34,2,0,0,0
before,cautious,348,2.2,6.4,12,2,4,5,11,10673,935,19,22,7,0.5510204081632653,0.4,7.346938775510204,0.34,2,0,0,1
before,cautious,349,2.2,6.4,12,2,4,6,11,11779,1025,30,21,5,0.5833333333333334,0.6,7.395833333333333,0.34,4,0,0,1
before,cautious,350,2.2,6.4,12,2,4,7,12,12571,1010,19,23,7,0.62,0.4,6.92,0.34,1,0,0,1
before,cautious,351,2.2,6.4,12,2,4,7,12,11082,980,16,24,11,0.5490196078431373,0.6,7.0588235294117645,0.34,4,0,0,1
before,cautious,352,2.2,6.4,12,3,4,6,10,10715,950,11,24,9,0.47058823529411764,0.4,7.411764705882353,0.34,1,0,0,1
before,cautious,353,2.2,6.4,12,2,4,7,11,10772,980,23,27,9,0.5370370370370371,0.4,7.407407407407407,0.34,5,0,0,1
before,cautious,354,2.2,6.4,12,2,4,7,11,11070,1010,18,24,7,0.5098039215686274,0.4,7.431372549019608,0.34,3,0,0,1
before,cautious,355,2.2,6.4,12,3,5,8,12,11147,965,17,24,9,0.5882352941176471,1,6.96078431372549,0.34,0,0,0,1
before,cautious,356,2.2,6.4,12,3,5,8,13,12311,995,18,26,9,0.6037735849056604,1,7.264150943396227,0.34,0,0,0,1
before,cautious,357,2.2,6.4,12,3,5,7,12,10665,935,10,27,10,0.5740740740740741,0.8,7.444444444444445,0.34,2,0,0,1
before,cautious,358,5.4,6.4,12,2,4,7,12,11879,950,18,26,5,0.660377358490566,0.6,7,0.34,3,0,0,0
before,cautious,359,2.2,6.4,12,2,4,7,12,11817,995,17,25,9,0.5961538461538461,0.6,7.0576923076923075,0.34,3,0,0,1
before,cautious,360,2.2,6.4,12,3,4,8,13,12346,965,19,25,7,0.5961538461538461,0.6,6.846153846153846,0.34,1,0,0,1
before,cautious,361,8.600000000000001,6.4,12,2,4,6,13,11872,950,13,24,9,0.6470588235294118,0.6,7.019607843137255,0.34,2,0,0,0
before,cautious,362,2.2,6.4,12,2,4,7,12,11122,935,14,22,7,0.6530612244897959,0.6,6.8979591836734695,0.34,2,0,0,1
before,cautious,363,8.600000000000001,6.4,12,2,4,6,12,11403,995,20,23,9,0.66,0.6,7.04,0.34,0,0,0,0
before,cautious,364,5.4,6.4,12,2,5,7,12,10973,965,21,24,8,0.5686274509803921,0.4,6.901960784313726,0.34,2,0,0,0
before,cautious,365,2.2,6.4,12,2,4,8,13,11431,965,20,27,10,0.6111111111111112,0.6,6.944444444444445,0.34,2,0,0,1
before,cautious,366,2.2,6.4,12,3,5,9,14,12786,935,12,25,8,0.7307692307692307,1,6.846153846153846,0.34,1,0,0,1
before,cautious,367,2.2,6.4,12,3,5,8,13,12123,965,13,25,9,0.6346153846153846,0.8,7.115384615384615,0.34,2,0,0,1
before,cautious,368,2.2,6.4,12,2,4,7,11,10980,965,15,24,7,0.5490196078431373,0.4,7.098039215686274,0.34,1,0,0,1
before,cautious,369,2.2,6.4,12,3,4,7,11,12017,995,23,22,7,0.5918367346938775,0.8,7.326530612244898,0.34,1,0,0,1
before,cautious,370,5.4,6.4,12,2,4,7,12,10922,950,15,23,12,0.64,0.4,7.02,0.34,2,0,0,0
before,cautious,371,2.2,6.4,12,3,4,7,12,10797,950,15,23,8,0.58,0.8,7.14,0.34,3,0,0,1
before,cautious,372,2.2,6.4,12,2,3,6,11,10619,920,14,22,6,0.5510204081632653,0.6,7.081632653061225,0.34,3,0,0,1
before,cautious,373,2.2,6.4,12,3,5,8,13,12381,980,18,22,5,0.673469387755102,0.8,6.816326530612245,0.34,1,0,0,1
before,cautious,374,2.2,6.4,12,2,4,6,10,10773,965,20,19,6,0.5869565217391305,0.8,7.304347826086956,0.34,1,0,0,1
before,cautious,375,5.4,6.4,12,2,3,6,11,11069,950,17,26,6,0.5283018867924528,0.2,7.169811320754717,0.34,2,0,0,0
before,cautious,376,2.2,6.4,12,2,4,8,12,11174,920,10,23,7,0.66,0.8,7.12,0.34,0,0,0,1
before,cautious,377,2.2,6.4,12,2,4,8,12,12227,950,13,24,4,0.5490196078431373,0.8,7.254901960784314,0.34,5,0,0,1
before,cautious,378,5.4,6.4,12,2,4,7,13,13145,1010,19,25,6,0.6730769230769231,0.6,6.865384615384615,0.34,2,0,0,0
before,cautious,379,2.2,6.4,12,3,4,7,11,10833,950,16,24,7,0.5294117647058824,0.8,7.137254901960785,0.34,1,0,0,1
before,cautious,380,8.600000000000001,6.4,12,2,4,7,11,10394,950,17,22,9,0.5306122448979592,0.4,7.1020408163265305,0.34,2,0,0,0
before,cautious,381,5.4,6.4,12,3,3,7,10,11155,950,11,21,6,0.4791666666666667,0.6,7.395833333333333,0.34,3,0,0,0
before,cautious,382,5.4,6.4,12,3,5,7,13,11569,965,16,27,9,0.6111111111111112,0.8,7.055555555555555,0.34,4,0,0,0
before,cautious,383,2.2,6.4,12,3,5,7,13,12874,965,19,23,5,0.72,1,6.94,0.34,2,0,0,1
before,cautious,384,2.2,6.4,12,3,4,8,14,12006,935,14,23,8,0.74,1,7.02,0.34,1,0,0,1
before,cautious,385,2.2,6.4,12,3,5,8,12,11113,935,14,22,11,0.6530612244897959,0.6,6.938775510204081,0.34,3,0,0,1
before,cautious,386,2.2,6.4,12,3,4,6,11,10825,950,13,22,6,0.4897959183673469,0.6,7.081632653061225,0.34,2,0,0,1
before,cautious,387,8.600000000000001,6.4,12,3,4,7,12,12539,995,20,25,7,0.6153846153846154,0.4,7.211538461538462,0.34,0,0,0,0
before,cautious,388,2.2,6.4,12,3,4,8,13,12065,995,21,25,9,0.6730769230769231,1,7.019230769230769,0.34,1,0,0,1
before,cautious,389,2.2,6.4,12,3,5,8,13,11959,950,18,24,6,0.6666666666666666,1,7.1568627450980395,0.34,2,0,0,1
before,cautious,390,2.2,6.4,12,3,4,7,14,12154,965,15,27,11,0.6666666666666666,0.8,6.722222222222222,0.34,1,0,0,1
before,cautious,391,2.2,6.4,12,3,4,7,11,11089,935,14,22,7,0.5306122448979592,0.6,7.408163265306122,0.34,2,0,0,1
before,cautious,392,23.599999999999998,6.4,12,2,3,6,11,11303,1025,25,22,7,0.5102040816326531,0,7.510204081632653,0.34,3,0,0,0
before,cautious,393,2.2,6.4,12,3,4,7,12,10602,980,15,25,12,0.6153846153846154,0.8,7.115384615384615,0.34,3,0,0,1
before,cautious,394,2.2,6.4,12,2,3,6,11,11475,920,8,23,5,0.54,0.2,7.06,0.34,1,0,0,1
before,cautious,395,5.4,6.4,12,2,4,7,13,12149,950,14,27,4,0.6111111111111112,0.4,7.074074074074074,0.34,2,0,0,0
before,cautious,396,2.2,6.4,12,2,4,6,10,10711,965,19,22,9,0.4897959183673469,0.4,7.122448979591836,0.34,1,0,0,1
before,cautious,397,2.2,6.4,12,2,5,7,10,10515,980,12,24,10,0.43137254901960786,0.8,7.372549019607843,0.34,4,0,0,1
before,cautious,398,8.600000000000001,6.4,12,2,3,6,11,11220,1040,29,21,8,0.5416666666666666,0.4,7.145833333333333,0.34,2,0,0,0
before,cautious,399,2.2,6.4,12,3,4,6,12,11636,920,12,24,7,0.5882352941176471,0.8,7.333333333333333,0.34,1,0,0,1
before,cautious,400,2.2,6.4,12,2,4,7,12,12323,980,22,23,6,0.64,0.8,7.08,0.34,1,0,0,1
before,cautious,401,2.2,6.4,12,2,4,7,12,11583,950,14,26,6,0.5849056603773585,0.4,7.132075471698113,0.34,1,0,0,1
before,cautious,402,2.2,6.4,12,2,4,7,11,10290,965,14,26,11,0.5283018867924528,0.4,7.339622641509434,0.34,1,0,0,1
before,cautious,403,2.2,6.4,12,3,5,7,12,10975,935,13,24,7,0.5490196078431373,1,7.431372549019608,0.34,1,0,0,1
